"__CTXH__","Đà_Lạt Xây_dựng công_viên 7,6 ha hạ_lưu hồ Xuân_Hương qui_hoạch này công_viên được hình_thành đặt tên là Ánh_Sáng có diện_tích rộng 7,6 ha vốn xưa_nay là một khu nhà_vườn có dòng suối Lat ngày_nay được gọi Cam_Ly chảy qua bên cạnh là cảnh sinh_sống tạm_bợ một dãy dài khu dân_cư tập_trung chủ_yếu thị dân buôn_bán nhỏ suốt nhiều thập_niên qua đó dòng suối ô_nhiễm được chỉnh_trang thanh_cảnh trở_thành một bộ_phận công_viên tiếp đó xây_dựng lên một quảng_trường cầu cảnh khu vui_chơi trẻ_em tượng_đài chòi nghỉ sân thể_thao đa_năng Chính_quyền sở_tại chủ_trương tái_định_cư cho 350 hộ dân cách xây_dựng 5 khối nhà_chung_cư sát công_viên bố_trí Được biết đề_án chỉnh_trang đô_thị bằng công_viên nói trên được xem là một hạng_mục quan_trọng và xương_xẩu nhất TP. Đà_Lạt hiện_nay người dân_sinh_sống nghề buôn_bán nên muốn xa_rời khu trung_tâm thành_phố và chi_phí nó lên trăm tỉ đồng "
"__CTXH__","đợi khi dân tín_nhiệm rút Bộ_trưởng MAI ÁI TRỰC Lý_do tôi xin rút là sức_khỏe bảo_đảm làm_việc lâu_dài tôi 60 tuổi Tôi biết sức_khỏe tốt mà cố làm thì nên Thật_ra việc tôi xin tái_cử được đặt khi Đảng chuẩn_bị nhân_sự cho BCH T. Ư khóa X. Hội_nghị T. Ư 13 tôi đề_đạt nguyện_vọng đồng_chí Tổng_bí_thư xin tái_cử và mong nghỉ hưu Đại_hội X. hai phiếu giới_thiệu nhân_sự Bộ TN MT BCH T. Ư tôi giới_thiệu người thay tôi Nhưng BCH T. Ư khóa IX đưa tên tôi danh_sách ứng_cử vào BCH T. Ư khóa X và trình ra đại_hội Tôi tiếp_tục gửi đơn Bộ Chính_trị xin rút danh_sách này nhưng được chấp_nhận Và đại_hội là cơ_hội còn duy_nhất xin rút nên tôi tiếp_tục làm đơn đề_nghị đoàn chủ_tịch đại_hội tôi rút Nhưng sao ông kiên_quyết xin rút khi được tín_nhiệm cao đợi khi dân tín_nhiệm rút Theo thông_lệ đại_hội bầu Chính_phủ vậy ông có tiếp_tục làm_bộ_trưởng Bộ TN MT Tôi có nguyện_vọng được nghỉ sớm và đề_xuất người thay tôi còn nghỉ vào lúc nào là Thủ_tướng quyết_định trình ra Quốc_hội phê_chuẩn theo trình_tự thủ_tục Nhưng ông nợ nhiều câu hỏi người dân chuyện đất_đai mà ông trả_lời hết lần giao_lưu trực_tuyến mới_đây thưa ông Buổi giao_lưu mạng hôm ấy chúng_tôi nhận 2.500 câu hỏi nay chúng_tôi trả_lời 505 câu Có nhiều câu hỏi vụ_việc cụ_thể địa_phương mà chúng_tôi đủ thông_tin trả_lời hoặc nhiều câu trùng nhau thì chúng_tôi trả_lời chung một lần câu hỏi chúng_tôi trả_lời tiếp và cập_nhật lên trang_web bộ Chắc là trả_lời nhưng tôi nghĩ còn cơ_hội trả_lời Bộ TN MT tiếp_tục duy_trì cách đối_thoại trực_tuyến này Vợ_chồng Bộ_trưởng Mai Ái Trực Trả_lời Tuổi_Trẻ quyết_định xin rút Bộ_trưởng Mai Ái Trực vợ Bộ_trưởng Mai Ái Trực nói Chúng_tôi bàn nhau nhiều lần Sức_khỏe ông ấy hiện_nay được tốt nên đến lúc phải nghỉ ảnh chụp tối 23 4 2006 Ảnh XUÂN TRUNG tiếp_tục và phải cố_gắng làm tốt hơn Tháng sáu đây chúng_tôi có tiếp một cuộc giao_lưu trực_tuyến chuyên_đề đất_đai Lần này huy_động thêm sở TN MT TP. HCM Hà_Nội Đồng_Nai Bà_Rịa Vũng_Tàu tham_gia Lẽ_ra sở tổ_chức giao_lưu trực_tuyến thì tốt nhưng điều_kiện kỹ_thuật có_thể bảo_đảm nên bộ phải làm cầu_nối người dân sở thông_qua cuộc giao_lưu trực_tuyến đó Chúng_tôi công_bố thời_gian nhận câu hỏi sớm hơn người dân gửi ý_kiến bộ_phận chức_năng tiếp_nhận và trả_lời sớm chúng_tôi tiến online người dân có_thể hỏi lúc_nào chứ chờ_đợi buổi giao_lưu trực_tuyến Người dân bảo ông là ông bộ_trưởng sẵn_sàng đối_thoại dân đối_thoại được Chuyện đất_đai môi_trường là chuyện dân đối_thoại thì biết như thế_nào quản_lý Nghe dân hiểu dân có lợi nhờ nghe dân chúng_tôi phát_hiện vướng_mắc quá_trình thực_hiện chính_sách pháp_luật sửa_đổi bổ_sung Và nhờ nghe dân chúng_tôi biết cán_bộ ngành mình cấp xử_lý công_việc như thế_nào đúng hay sai nhanh hay chậm Nhưng có bộ_trưởng phải lặn_lội xuống nơi xem_xét chẳng_hạn về làng ung_thư Thạch_Sơn khu_vực sụt lở đất Quảng_Trị Tính tôi là phải xem_xét cụ_thể thì quyết_định hoặc có ý_kiến xử_lý Cực tôi ngồi nghe anh_em báo_cáo Càng đi nhiều tôi thấy người dân mình có nhiều bức_xúc và tốt Hôm nọ tôi có nói Thủ_tướng Phan_Văn_Khải là dân mình hiền vụ ung_thư Thạch_Sơn doanh_nghiệp nhà_nước gây ra ô_nhiễm Thế_mà chúng_ta đưa đoàn y_tế xuống khám sức_khỏe cho ít thuốc và chữa_trị bệnh ung_thư mất tiền thì bà_con biết_ơn cho rằng Nhà_nước quan_tâm Thật_ra người dân đòi_hỏi gì đâu họ cần Nhà_nước nhìn thấy bức_xúc họ và quan_tâm giải_quyết vấn_đề là họ đồng_tình họ chia_sẻ cá_nhân bộ_trưởng có trực_tiếp trả_lời email người dân Tôi nhận nhiều email dân Có thư tôi trả_lời nhưng có thư trả_lời Ví_dụ người dân hỏi Hồ_sơ xin cấp sổ_đỏ nộp tháng rồi tại_sao được giải_quyết Khu_vực này bị qui_hoạch treo bao_giờ Khiếu_nại tôi tại_sao chủ_tịch tỉnh giải_quyết Đó là vụ_việc cụ_thể thuộc trách_nhiệm chính_quyền địa_phương và người đó trả_lời Nhưng nhờ đó tôi biết cung_cách quản_lý địa_phương và nơi trì_trệ chấn_chỉnh Nhiều cán_bộ than_thở gặp dân mất nhiều thời_gian Còn người dân thì kêu cơ_quan nhà_nước ít khi được giải_quyết đúng hạn Điều đó cho thấy chúng_ta thật_sự giải_quyết tốt vấn_đề vướng_mắc dân vì_vậy cán_bộ nhà_nước phải gần dân hơn Quản_lý nhà_nước mà bảo_thủ cho rằng mình ban_hành cái gì đúng thì chết dân chính_sách pháp_luật đất_đai đây thường_khi gặp vấn_đề phức_tạp chúng_ta hay né_tránh nên tồn_đọng đất_đai nhiều Hiện_nay chúng_tôi chủ_trương né_tránh vấn_đề gì Cái gì vướng_mắc mà phát_hiện phải giải_quyết "
"__CTXH__","Cầu truyền_hình người nghèo trực_tiếp 8 điểm NLĐ Nối vòng_tay lớn là chương_trình người nghèo chuẩn_bị công_phu và quy_mô nhất trước nay Ủy_ban Trung_ương MTTQ VN Đài_Truyền_hình VN Tổng_Công_ty Viễn_thông Quân_đội Viettel phối_hợp tổ_chức được truyền_hình trực_tiếp VTV3 ngày 31 12 Ông Trần_Đăng_Tuấn Phó_Tổng_Giám_đốc Đài_Truyền_hình VN cho biết như_vậy cuộc họp_báo chiều 27 12 ông Tuấn chương_trình năm nay diễn 7 giờ 23 giờ 11 điểm cầu cả nước và được phân thành 2 phần Phần 1 diễn trực_tiếp 7 giờ 18 giờ 30 8 điểm cầu Hà_Nội Thanh_Hóa Bình_Dương Vĩnh_Phúc Hưng_Yên Hải_Dương Đà_Nẵng và TPHCM. Phần 2 diễn trực_tiếp 20 giờ 23 giờ 3 điểm cầu Hà_Nội trường_quay S9 Đảo Xanh Đà_Nẵng và TPHCM. "
"__CTXH__","TP. HCM ưu_đãi nhà đầu_tư cây con_giống Ông Cương khẳng_định điều này thực_hiện năm tới nhưng bây_giờ TP phải hành_động cách phải lựa_chọn vùng_đất thuận_lợi nhất qui_hoạch 10.000 ha chuyên_canh cây con_giống và cây cá_cảnh phải có chính_sách khuyến_khích nhà đầu_tư đất và vốn Ông Cương cho biết TP thống_nhất chính_sách cụ_thể người_làm con_giống cây giống nếu sử_dụng đất công đất nông_trường nhà đầu_tư được thuê tiền vay bằng có thời_hạn nếu đất dân Nhà_nước đầu_tư ban_đầu giải_tỏa đền_bù làm hạ_tầng rồi cho thuê vốn nhà_nước bù_lỗ_lãi_suất vay có thời_hạn Ngoài_ra ông Cương đề_nghị TP thành_lập trung_tâm dịch_vụ tư_vấn kỹ_thuật giúp doanh_nghiệp có vốn nhưng có nghề mở_rộng thị_trường xuất_khẩu đảm_bảo đầu_vào đầu_ra giúp doanh_nghiệp yên_tâm đầu_tư "
"__CTXH__","Bi_kịch tuyến xe_buýt Cần_Thơ xe giống như lò lửa ngột_ngạt nóng_bức người đứng chật_cứng buông tay là mất chỗ bám_víu Đó là khổ_ải mà hành_khách đi xe_buýt thành_phố Cần_Thơ phải chịu_đựng Chuyến xe_buýt Cần_Thơ đi Ô_Môn khởi_hành lúc 16h30 có khoảng 30 người 24 người ngồi ghế xe có 24 ghế sáu người phải đứng Chạy chừng hơn 1 km có thêm 20 khách lên xe Và bi_kịch bắt_đầu xảy ra Đi thêm khoảng 3 km cầu Bình_Thủy có thêm 30 40 người lên khiến chiếc xe chật_cứng Gần 100 người chen_lấn nhau ngột_ngạt khó thở và nóng hầm_hập xe qua một trạm có người lên Như quá_sức chịu_đựng hành_khách xe đồng_thanh than Lại đón khách Cô nhân_viên giữ cửa nói đón thì khách dưới chửi đón thì khách xe la thiệt khổ thế đoạn đường 10 km nhà_xe tiếp_tục đón khách lên chiếc xe cũ_kỹ máy_lạnh còn hoạt_động được này Ông Lê Công_Hiệp đội_trưởng đội xe_buýt Cần_Thơ cho biết thời_điểm cấm xe lôi mỗi ngày trung_bình thành_phố Cần_Thơ có trên_dưới 8.000 lượt khách đi xe_buýt khi đó đội có 23 đầu xe phục_vụ 10 phút chuyến nhưng đáp_ứng nhu_cầu giờ cao_điểm khi chủ_trương cấm xe lôi 1 6 được ban_hành lượng khách đi xe_buýt tăng một_cách đột_ngột 12.000 lượt ngày khiến chuyến xe_buýt vốn quá_tải nay phải gồng mình chịu_trận Nói cách khác việc quá_tải là tránh khỏi dù chúng_tôi sắp_xếp 8 phút chuyến xe so đây là 10 phút chuyến Ông Hiệp thừa_nhận xe_buýt hoạt_động năm 1999 bây_giờ nên cũ_kỹ Hơn_nữa xe nhỏ có 24 chỗ ngồi và 15 chỗ_đứng nhưng chuyến nào xe có 70 100 hành_khách năm nay Công_ty Công_trình đô_thị thành_phố Cần_Thơ có ý_định mua thêm xe_buýt giải_quyết tình_trạng quá_tải Song theo lời một lãnh_đạo Công_ty Công_trình đô_thị ba tuyến xe_buýt như hiện_nay cần phải có thêm ít_nhất 15 đầu xe may_ra giảm tình_trạng quá_tải Nhưng lấy đâu tiền mỗi đầu xe giá 300 350 triệu đồng khi công_ty gặp khó_khăn vốn Mặt_khác hoạt_động vận_tải hành_khách công_ty hiện_nay được trợ_giá mà phải lấy thu bù chi Năm nào khá đủ tiền trả lương nhân_viên và trùng_tu xe_buýt cũ Chúng_tôi chờ chủ_trương UBND TP cho vay vốn trả_chậm mua thêm đầu xe Ông Lê Công_Hiệp cho biết Công_ty Công_trình đô_thị có đề_án sắp_xếp mở thêm tuyến xe_buýt và trình lên Sở Kế_hoạch đầu_tư và Sở Giao_thông công chánh xem_xét Nếu được chấp_thuận và nếu có chủ_trương vay vốn trả_chậm công_ty mua thêm khoảng 40 đầu xe Tuy_nhiên đề_án này trình lên lâu nhưng biết khi nào xét_duyệt Lý_giải vì_sao xe_buýt được trợ_giá nhiều năm nay ông Võ_Thanh_Tòng chủ_tịch UBND thành_phố Cần_Thơ nói Thành_phố tách tỉnh còn nhiều khó_khăn nhất là kinh_phí nên thể trợ_giá người dân đi xe_buýt đây UBND thành_phố có chủ_trương bù_lỗ tuyến xe_buýt dự_kiến mở khi đi vào hoạt_động tình_trạng quá_tải giá đi xe_buýt Cần_Thơ hiện_nay cao Cụ_thể được trợ_giá nên Công_ty Công_trình đô_thị đề một giá ổn_định mà phải thu giá lũy tiến km đường Giá suốt tuyến Cần_Thơ đi Ô_Môn là 4.000 đồng đi Kinh_Cùng 6.000 đồng đó khách lên xuống trạm ngắn đường thì tính theo giá 3 km 1.000 đồng Nhiều công_nhân làm_việc Khu công_nghiệp Trà_Nóc Cần_Thơ cho biết mỗi ngày họ kiếm 20.000 30.000 đồng mà phải tốn hai vòng xe_buýt 6.000 đồng là cao "
"__CTXH__","Phát_hiện điểm hở khí gây vụ nổ NLĐ Trung_tâm Cấp_cứu mỏ Tập_đoàn Than Khoáng_sản VN và Phòng An_toàn Công_ty Than Thống_Nhất Quảng_Ninh rạng sáng 12 3 kiểm_tra hiện_trường xảy ra vụ nổ khí mê tan CH4 làm chết 8 công_nhân ngày 6 3 và phát_hiện điểm hở khí nằm cắt ngang đường lò ông Hoàng_Nhật_Thắng Trưởng_Phòng An_toàn sự vận_động bề_mặt_đất hầm tạo khe nứt dẫn đến thoát khí lòng đất và đây là nguyên_nhân gây ra vụ nổ Phòng An_toàn tiến_hành thí_nghiệm làm rõ đó ngày 11 3 lễ truy_điệu 8 công_nhân thiệt_mạng vụ nổ được tổ_chức hội_trường Công_ty Than Thống_Nhất "
"__CTXH__","Virus H5 chạy rong đồng Cần_Thơ là tỉnh có tỉ_lệ mẫu thủy cầm dương_tính type H5 lên 80 % cao nhất khu_vực Địa_bàn huyện Cờ Đỏ hiện là nơi có số_lượng vịt_đàn nhiều 12 xã nuôi vịt chạy đồng trung_bình mỗi xã là 30.000 36.000 con Đặc_biệt hơn 300 mẫu gửi thì địa_phương này có tỉ_lệ mẫu dương_tính cao nhất 80 % chị Hoàng_Kim_Cương trạm_trưởng Trạm thú_y huyện Cờ_Đỏ trạm và ngành chức_năng khác đến ấp 12 xã huyện vận_động bà_con cam_kết phát_triển thêm đàn vịt Chủ_trương này được 80 % số hộ nuôi vịt_đàn chấp_thuận ký_kết và thực_hiện Tuy_nhiên có hộ ký cam_kết hộ này lo_sợ 30 6 bị hủy đàn vịt nên cho chạy đồng trốn tỉnh như An_Giang Kiên_Giang Ngoài_ra nhiều hộ dù cam_kết nhưng lén_lút chạy đồng chị Kim_Cương nói An_Giang mặc_dù tỉnh tiếp_tục duy_trì lệnh cấm nhưng nhiều nơi tình_trạng vịt nuôi_thả ruộng kênh_rạch còn phổ_biến Trưa 13 4 thị_xã Châu_Đốc bên bờ nam lộ 55A là cánh đồng Vĩnh_Chánh thuộc phường Châu_Phú A chúng_tôi gặp khoảng 20 bầy vịt mỗi bầy cả 1.000 con thả rong Bên vệ đường bờ kênh bờ ruộng mọc lều trại dân nuôi vịt Người dân bảo Hầu_hết là vịt nơi khác đến Kế bên cống Sáu Nhỏ có dãy lán hạ_trại anh N. V. T. cho biết mình cùng ba chủ nuôi vịt khác An_Nông Tịnh_Biên đưa ba đàn vịt tổng_cộng hơn 3.500 con đến đây được hai hôm Anh thật_thà kể Đồng quê tui sạ lúa hết trơn đâu chỗ chăn_thả nên lùa vịt đi Bó_tay Ông Ôn_Hòa_Thịnh chi_cục Chi_cục Thú_y An_Giang cho biết đầu tháng 2 2005 nay ngành thú_y lấy 45 mẫu huyết_thanh gia_cầm gửi xét_nghiệm qua đó phát_hiện khoảng 65 % số mẫu dương_tính virus H5 Ngành tiếp_tục theo_dõi diễn_biến tình_hình dịch_bệnh Còn quận Ô_Môn Cần_Thơ tính thời_điểm hiện_tại số_lượng vịt_đàn có khoảng gần 100.000 con đa_số nuôi chạy đồng Tuy_nhiên anh Trương Hoàng_Phương trạm_trưởng trạm thú_y quận Đấy là con_số nắm giám_sát chứ thật_ra vịt chạy đồng địa_phương này qua địa_phương khác kiểm_soát Nhất_là mùa thu_hoạch lúa số_lượng có_thể lên hơn 300.000 con Anh Phương cho biết thêm vừa_qua khi tiến_hành lấy mẫu hộ nuôi vịt ấp Thới_Hòa 1 và Rạch_Chanh phường Thới_Long gửi xét_nghiệm tỉ_lệ kết_quả dương_tính type H5 cao nhưng điều lạ là khi chúng_tôi về hai khu_vực trên tìm hộ nuôi vịt thì tuyệt_nhiên thấy bóng_dáng vịt_đàn đâu ngả kênh nhánh sông chúng_tôi gặp chiếc tắc_ráng lớn loại có gắn sẵn lồng chuồng dành chuyên_chở vịt vận_chuyển vịt_đàn Nhiều người dân đây khẳng_định_lượng vịt này chủ_yếu tỉnh Sóc_Trăng Bạc_Liêu Cần_Thơ lùa lên thả "
"__CTXH__","Kiên_Giang Cháy rừng tứ_giác Long_Xuyên và Hòn Đất Lúc 13h ngày 29 3 một vụ cháy rừng xảy ra khu_vực kênh 12 13 xã Nam_Thái Hòn Đất Ước_tính sơ_bộ thiệt_hại khoảng 43 ha rừng tràm 1 3 năm_tuổi Nguyên_nhân là người dân đốt đồng gây cháy lan 50 cán_bộ chiến_sĩ thuộc lực_lượng kiểm_lâm công_an bộ_đội cùng 5 máy_bơm chữa_cháy chuyên_dụng được điều_động hiện_trường nhưng thiếu nước nên hơn hai giờ đám cháy được khống_chế đó lúc 12h một đám cháy khác bùng_phát dữ_dội trang_trại ông Võ_Thành_Sơn nằm vùng tứ_giác Long_Xuyên thuộc địa_phận ấp Hoà_Lạc xã Hoà_Điền huyện Kiên_Lương khi nhận tin báo cháy trên 70 người kiểm_lâm công_an bộ_đội và người dân được điều_động rừng tham_gia ứng_cứu Tuy_nhiên thời_tiết nắng_nóng khô_hạn khu_vực cháy cách xa trung_tâm huyện và di_chuyển đường_bộ nên đến 18h30 cùng ngày đám cháy được khống_chế Ông Lâm_Chí_Dũng phó_chủ_tịch UBND huyện Kiên_Lương cho biết có ít_nhất gần 20 ha rừng tràm 3 5 tuổi bị thiêu rụi Nguyên_nhân có_thể người dân đốt ong làm cháy lan đầu mùa khô nay Kiên_Giang xảy 15 vụ cháy gây thiệt_hại trên 300 ha rừng "
"__CTXH__","Báo_cáo Thủ_tướng vụ lãng_phí công ít xe công dùng làm_việc riêng Hôm_qua 17 1 Văn_phòng Chính_phủ phát đi công_văn truyền_đạt ý_kiến Thủ_tướng Chính_phủ yêu_cầu bộ ngành địa_phương cơ_quan liên_quan kiểm_tra và báo_cáo cụ_thể Thủ_tướng ngày 20 1 ba vụ_việc lãng_phí điển_hình Đó là vụ báo_chí phản_ánh buổi tiệc chia_tay ông Phạm_Dũng Giám_đốc Sở KH ĐT tỉnh Bình_Thuận nhận nhiệm_vụ Bí_thư thị_xã La_Gi vụ trăm xe công đi mua hàng chợ Tân_Thanh Lạng_Sơn ngày 8 1 2006 vụ Trạm 4 Phòng CSGT đường thủy TPHCM phát giấy mời trăm chủ tàu đến trạm dự tiệc – một hình_thức cống nộp CSGT trạm này Nếu vụ_việc này đúng sự_thật Thủ_tướng yêu_cầu xử_lý nghiêm_minh "
"__CTXH__","Thanh_tra 2 dự_án liên_quan vụ cống hộp đường Cao_Thắng UBND TP. HCM ngày 11 4 ban_hành_văn_bản chỉ_đạo Giám_đốc Sở Xây_dựng giải_quyết tình_trạng nhà bị lún nứt hộ dân khu_vực lân_cận cầu Văn_Thánh 2 đường Nguyễn_Hữu_Cảnh Q. Bình_Thạnh đó Sở Xây_dựng phải xác_định_danh_sách cụ_thể nhà hộ dân tình_trạng hư_hỏng bền_vững có nguy_cơ sụp_đổ ảnh_hưởng sự an_toàn tính_mạng và tài_sản nhân_dân Trên_cơ_sở đó Chủ_tịch UBND Q. Bình_Thạnh khẩn_trương có quyết_định di_dời hộ dân ra khỏi khu_vực có nguy_cơ sập đổ vòng 3 ngày UBND Q. Bình_Thạnh có trách_nhiệm kiểm_tra và kiên_quyết bắt_buộc hộ dân phải chấp_hành di_dời để tiếp_tục cư ngụ khu_vực nguy_hiểm tái_định_cư hộ dân này quỹ nhà Công_ty sản_xuất kinh_doanh thương_mại và dịch_vụ XNK Thanh_niên xung_phong thành_phố Ngày 11.4 Thanh_tra thành_phố công_bố quyết_định thanh_tra hai dự_án liên_quan vụ bê_bối thi_công cống hộp P. 12 Q. 10 đó là dự_án đầu_tư xây_dựng đường Cao_Thắng nối dài và dự_án khu nhà ven đường Cao_Thắng nối dài Cả hai dự_án nói trên Công_ty xây_dựng công_trình giao_thông đô_thị và kinh_doanh nhà Q. 10 nay là Công_ty dịch_vụ đô_thị và quản_lý nhà Q. 10 làm_chủ đầu_tư Đoàn thanh_tra tiến_hành thanh_tra 30 ngày Khi có kết_luận Thanh_tra thành_phố kiến_nghị và đề_xuất xử_lý hành_vi vi_phạm_pháp_luật nếu có Đối_tượng bị thanh_tra gồm Công_ty dịch_vụ đô_thị và quản_lý nhà Q. 10 chủ đầu_tư Công_ty Bạch_Đằng đơn_vị thi_công Công_ty TNHH tư_vấn thiết_kế xây_dựng MTC tư_vấn giám_sát Công_ty TNHH dịch_vụ khảo_sát thiết_kế công_trình Trường_Thành tư_vấn thiết_kế và đơn_vị tổ_chức cá_nhân có liên_quan "
